Date,Year,Month,City,Lat,Lon,Zone,Density,Vulnerability,Temp_C,Rain_mm,Protein_Instability,Smoking_Rate,Vaccination_Rate,Pred_Cases,Hosp_Rate
2026-03-01,2026,3,Irvine,33.68,-117.83,Orange County,7,0.8,18.5,2.3,41.819721254355436,9.3,74.7,109,1.5
2026-03-01,2026,3,San Diego,32.72,-117.16,San Diego,8,0.9,19.1,34.3,42.15526132404185,10.1,81.0,155,2.0
2026-03-01,2026,3,Oceanside,33.2,-117.38,San Diego,6,1.1,18.8,15.8,41.967630662020944,10.1,81.0,137,1.8
2026-03-01,2026,3,Chula Vista,32.64,-117.08,San Diego,7,1.0,19.1,9.4,41.819721254355436,10.1,81.0,133,1.7
2026-03-01,2026,3,Riverside,33.98,-117.38,Inland Empire,7,1.1,18.3,7.3,41.819721254355436,11.6,61.7,159,2.5
2026-03-01,2026,3,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,18.2,15.1,42.380174216027925,12.4,60.0,175,2.8
2026-03-01,2026,3,Palm Springs,33.83,-116.55,Low Desert,4,1.8,15.4,0.7,41.769547038327566,11.6,61.7,207,3.3
2026-03-01,2026,3,Indio,33.72,-116.22,Low Desert,4,1.4,15.5,7.0,42.45386759581886,11.6,61.7,161,2.5
2026-03-01,2026,3,Barstow,34.9,-117.02,High Desert,3,1.3,14.8,0.6,42.45386759581886,12.4,60.0,138,2.2
2026-03-01,2026,3,Victorville,34.54,-117.29,High Desert,5,1.2,15.0,2.0,42.380174216027925,12.4,60.0,150,2.4
2026-03-01,2026,3,El Centro,32.79,-115.56,Imperial Valley,4,1.3,19.0,4.1,42.15526132404185,13.3,95.0,132,1.4
2026-03-01,2026,3,Needles,34.85,-114.61,Mojave Desert,2,1.4,14.8,2.3,42.19202090592338,12.4,60.0,135,2.2
2026-03-01,2026,3,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,18.2,1.5,41.819721254355436,12.4,60.0,87,1.4
2026-04-01,2026,4,Crescent City,41.75,-124.2,North Coast,2,1.3,16.7,3.4,42.45386759581886,15.1,45.4,134,2.4
2026-04-01,2026,4,Eureka,40.8,-124.16,North Coast,4,1.2,17.2,0.6,41.967630662020944,15.0,68.7,136,2.0
2026-04-01,2026,4,Arcata,40.86,-124.08,North Coast,4,0.9,17.2,0.1,41.819721254355436,15.0,68.7,102,1.5
2026-04-01,2026,4,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,18.1,1.1,42.00735191637635,11.5,66.8,84,1.3
2026-04-01,2026,4,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,18.3,2.3,41.819721254355436,10.6,64.5,104,1.6
2026-04-01,2026,4,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,19.1,1.2,42.380174216027925,11.6,0.0,105,2.6
2026-04-01,2026,4,Redding,40.59,-122.39,North Valley,3,1.4,17.3,0.2,42.380174216027925,14.1,51.6,154,2.7
2026-04-01,2026,4,Chico,39.73,-121.84,North Valley,4,1.0,17.9,4.0,42.380174216027925,13.9,55.5,118,2.0
2026-04-01,2026,4,Sacramento,38.58,-121.49,Central Valley,7,1.0,18.6,1.2,41.819721254355436,11.8,70.3,140,2.0
2026-04-01,2026,4,Davis,38.54,-121.74,Central Valley,5,0.7,18.6,0.2,41.819721254355436,11.1,73.9,83,1.2
2026-04-01,2026,4,San Francisco,37.77,-122.42,Bay Area,10,0.9,19.0,7.4,41.819721254355436,8.8,88.0,140,1.7
2026-04-01,2026,4,Oakland,37.8,-122.27,Bay Area,9,1.1,19.0,1.0,42.380174216027925,9.2,86.2,163,2.0
2026-04-01,2026,4,San Jose,37.34,-121.89,Bay Area,8,0.9,19.3,1.1,42.380174216027925,8.2,90.1,123,1.4
2026-04-01,2026,4,Santa Rosa,38.44,-122.71,North Bay,5,1.1,18.6,0.5,41.967630662020944,10.8,81.3,127,1.6
2026-04-01,2026,4,Napa,38.3,-122.29,North Bay,4,1.2,18.7,3.9,41.967630662020944,10.6,81.2,128,1.6
2026-04-01,2026,4,Stockton,37.96,-121.29,Central Valley,6,1.3,18.9,2.2,43.0077003484321,12.7,58.2,178,2.9
2026-04-01,2026,4,Fresno,36.74,-119.79,Central Valley,6,1.4,19.7,2.0,42.380174216027925,13.4,63.3,188,2.9
2026-04-01,2026,4,Visalia,36.33,-119.29,Central Valley,5,1.3,19.9,0.3,41.819721254355436,14.2,56.1,167,2.8
2026-04-01,2026,4,Bakersfield,35.37,-119.02,Central Valley,6,1.4,20.5,0.9,42.380174216027925,14.7,55.7,194,3.2
2026-04-01,2026,4,Monterey,36.6,-121.89,Central Coast,5,1.1,19.7,1.0,42.45386759581886,12.1,76.3,130,1.8
2026-04-01,2026,4,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,20.5,0.4,42.15526132404185,11.3,63.0,103,1.6
2026-04-01,2026,4,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,21.0,1.0,41.836271777003525,11.6,74.1,141,2.0
2026-04-01,2026,4,Santa Maria,34.95,-120.44,Central Coast,5,1.2,20.7,4.6,42.380174216027925,11.6,74.1,143,2.0
2026-04-01,2026,4,Los Angeles,34.05,-118.24,LA Basin,9,1.0,21.3,3.9,41.967630662020944,11.3,75.1,156,2.1
2026-04-01,2026,4,Long Beach,33.77,-118.19,LA Basin,9,1.0,21.4,1.0,42.380174216027925,11.3,75.1,156,2.1
2026-04-01,2026,4,Santa Monica,34.02,-118.49,LA Basin,9,0.9,21.3,3.6,41.819721254355436,11.3,75.1,140,1.9
2026-04-01,2026,4,Pasadena,34.15,-118.14,LA Basin,8,1.0,21.2,6.6,41.72529616724742,11.3,75.1,146,2.0
2026-04-01,2026,4,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,20.9,0.2,41.819721254355436,11.3,75.1,130,1.8
2026-04-01,2026,4,Anaheim,33.84,-117.91,Orange County,8,1.0,21.4,0.4,42.377386759581924,9.3,74.7,146,2.0
2026-04-01,2026,4,Irvine,33.68,-117.83,Orange County,7,0.8,21.5,0.8,41.819721254355436,9.3,74.7,109,1.5
2026-04-01,2026,4,San Diego,32.72,-117.16,San Diego,8,0.9,22.1,3.2,42.15526132404185,10.1,81.0,128,1.7
2026-04-01,2026,4,Oceanside,33.2,-117.38,San Diego,6,1.1,21.8,0.4,41.967630662020944,10.1,81.0,137,1.8
2026-04-01,2026,4,Chula Vista,32.64,-117.08,San Diego,7,1.0,22.1,0.2,41.819721254355436,10.1,81.0,133,1.7
2026-04-01,2026,4,Riverside,33.98,-117.38,Inland Empire,7,1.1,21.3,1.4,41.819721254355436,11.6,61.7,159,2.5
2026-04-01,2026,4,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,21.2,1.3,42.380174216027925,12.4,60.0,175,2.8
2026-04-01,2026,4,Palm Springs,33.83,-116.55,Low Desert,4,1.8,21.4,0.3,41.769547038327566,11.6,61.7,207,3.3
2026-04-01,2026,4,Indio,33.72,-116.22,Low Desert,4,1.4,21.5,0.4,42.45386759581886,11.6,61.7,161,2.5
2026-04-01,2026,4,Barstow,34.9,-117.02,High Desert,3,1.3,20.8,0.7,42.45386759581886,12.4,60.0,138,2.2
2026-04-01,2026,4,Victorville,34.54,-117.29,High Desert,5,1.2,21.0,0.2,42.380174216027925,12.4,60.0,151,2.4
2026-04-01,2026,4,El Centro,32.79,-115.56,Imperial Valley,4,1.3,22.0,1.2,42.15526132404185,13.3,95.0,132,1.4
2026-04-01,2026,4,Needles,34.85,-114.61,Mojave Desert,2,1.4,20.8,0.6,42.19202090592338,12.4,60.0,135,2.2
2026-04-01,2026,4,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,21.2,2.9,41.819721254355436,12.4,60.0,87,1.4
2026-05-01,2026,5,Crescent City,41.75,-124.2,North Coast,2,1.3,19.7,0.5,42.45386759581886,15.1,45.4,133,2.4
2026-05-01,2026,5,Eureka,40.8,-124.16,North Coast,4,1.2,20.2,1.2,41.967630662020944,15.0,68.7,136,2.0
2026-05-01,2026,5,Arcata,40.86,-124.08,North Coast,4,0.9,20.2,1.2,41.819721254355436,15.0,68.7,102,1.5
2026-05-01,2026,5,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,21.1,15.3,42.00735191637635,11.5,66.8,84,1.3
2026-05-01,2026,5,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,21.3,0.2,41.819721254355436,10.6,64.5,104,1.6
2026-05-01,2026,5,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,22.1,1.6,42.380174216027925,11.6,0.0,105,2.6
2026-05-01,2026,5,Redding,40.59,-122.39,North Valley,3,1.4,20.3,0.9,42.380174216027925,14.1,51.6,154,2.7
2026-05-01,2026,5,Chico,39.73,-121.84,North Valley,4,1.0,20.9,3.4,42.380174216027925,13.9,55.5,118,2.0
2026-05-01,2026,5,Sacramento,38.58,-121.49,Central Valley,7,1.0,21.6,1.1,41.819721254355436,11.8,70.3,140,2.0
2026-05-01,2026,5,Davis,38.54,-121.74,Central Valley,5,0.7,21.6,4.7,41.819721254355436,11.1,73.9,83,1.2
2026-05-01,2026,5,San Francisco,37.77,-122.42,Bay Area,10,0.9,22.0,0.5,41.819721254355436,8.8,88.0,140,1.7
2026-05-01,2026,5,Oakland,37.8,-122.27,Bay Area,9,1.1,22.0,0.9,42.380174216027925,9.2,86.2,163,2.0
2026-05-01,2026,5,San Jose,37.34,-121.89,Bay Area,8,0.9,22.3,4.5,42.380174216027925,8.2,90.1,123,1.4
2026-05-01,2026,5,Santa Rosa,38.44,-122.71,North Bay,5,1.1,21.6,0.6,41.967630662020944,10.8,81.3,127,1.6
2026-05-01,2026,5,Napa,38.3,-122.29,North Bay,4,1.2,21.7,0.5,41.967630662020944,10.6,81.2,128,1.6
2026-05-01,2026,5,Stockton,37.96,-121.29,Central Valley,6,1.3,21.9,0.5,43.0077003484321,12.7,58.2,178,2.9
2026-05-01,2026,5,Fresno,36.74,-119.79,Central Valley,6,1.4,22.7,3.2,42.380174216027925,13.4,63.3,188,2.9
2026-05-01,2026,5,Visalia,36.33,-119.29,Central Valley,5,1.3,22.9,0.2,41.819721254355436,14.2,56.1,167,2.8
2026-05-01,2026,5,Bakersfield,35.37,-119.02,Central Valley,6,1.4,23.5,5.8,42.380174216027925,14.7,55.7,194,3.2
2026-05-01,2026,5,Monterey,36.6,-121.89,Central Coast,5,1.1,22.7,0.8,42.45386759581886,12.1,76.3,130,1.8
2026-05-01,2026,5,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,23.5,0.5,42.15526132404185,11.3,63.0,103,1.6
2026-05-01,2026,5,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,24.0,1.3,41.836271777003525,11.6,74.1,141,2.0
2026-05-01,2026,5,Santa Maria,34.95,-120.44,Central Coast,5,1.2,23.7,1.8,42.380174216027925,11.6,74.1,143,2.0
2026-05-01,2026,5,Los Angeles,34.05,-118.24,LA Basin,9,1.0,24.3,4.4,41.967630662020944,11.3,75.1,156,2.1
2026-05-01,2026,5,Long Beach,33.77,-118.19,LA Basin,9,1.0,24.4,0.1,42.380174216027925,11.3,75.1,156,2.1
2026-05-01,2026,5,Santa Monica,34.02,-118.49,LA Basin,9,0.9,24.3,4.1,41.819721254355436,11.3,75.1,140,1.9
2026-05-01,2026,5,Pasadena,34.15,-118.14,LA Basin,8,1.0,24.2,9.5,41.72529616724742,11.3,75.1,146,2.0
2026-05-01,2026,5,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,26.9,0.2,41.819721254355436,11.3,75.1,130,1.8
2026-05-01,2026,5,Anaheim,33.84,-117.91,Orange County,8,1.0,24.4,5.7,42.377386759581924,9.3,74.7,146,2.0
2026-05-01,2026,5,Irvine,33.68,-117.83,Orange County,7,0.8,24.5,1.9,41.819721254355436,9.3,74.7,109,1.5
2026-05-01,2026,5,San Diego,32.72,-117.16,San Diego,8,0.9,25.1,1.7,42.15526132404185,10.1,81.0,128,1.7
2026-05-01,2026,5,Oceanside,33.2,-117.38,San Diego,6,1.1,24.8,4.1,41.967630662020944,10.1,81.0,137,1.8
